seq_id,uniprot_id,protein_names,gene_names,length,function_cc,subcellular_location_cc,tissue_specificity,involvement_in_disease,doug_name,nucleus,cytoplasm,mitochondria,er,golgi,lysosome,secreted,endosome,plasma_membrane,junction,peroxisome,membrane,cilium,cytoskeleton,lnc_rna,ribosomal,transcription_factor,gene_symbol,entrez_gene_id_pete,uni_gene_id_pete,ensembl_id_pete,tigrid_pete,go_pete,description_pete,genomic_coordinates_pete,cytoband_pete,gene_name_pete,pete_list
235_ATP2C1_27032,P98194,calcium-transporting atpase type 2c member 1 (atpase 2c1) (ec 7.2.2.10) (atp-dependent ca(2+) pump pmr1),ATP2C1 KIAA1347 PMR1L HUSSY-28,919,function: this magnesium-dependent enzyme catalyzes the hydrolysis of atp coupled with the transport of the calcium.,subcellular location: golgi apparatus membrane {eco:0000269|pubmed:12707275}; multi-pass membrane protein {eco:0000269|pubmed:12707275}.,"TISSUE SPECIFICITY: Found in most tissues except colon, thymus, spleen and leukocytes. Most abundant in keratinocytes and kidney.","DISEASE: Hailey-Hailey disease (HHD) [MIM:169600]: Autosomal dominant disorder characterized by persistent blisters and suprabasal cell separation (acantholysis) of the epidermis, due to impaired keratinocyte adhesion. Patients lacking all isoforms except isoform 2 have HHD. {ECO:0000269|PubMed:10615129, ECO:0000269|PubMed:10767338, ECO:0000269|PubMed:11841554, ECO:0000269|PubMed:11874499, ECO:0000269|PubMed:28035777}. Note=The disease is caused by mutations affecting the gene represented in this entry.",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ATP2C1,27032,Hs.584884,ENST00000510168,THC2628458,"GO:0000139(Golgi membrane)|GO:0000166(nucleotide binding)|GO:0004871(signal transducer activity)|GO:0005388(calcium-transporting ATPase activity)|GO:0005509(calcium ion binding)|GO:0005524(ATP binding)|GO:0005794(Golgi apparatus)|GO:0005802(trans-Golgi network)|GO:0006754(ATP biosynthetic process)|GO:0006812(cation transport)|GO:0006816(calcium ion transport)|GO:0006828(manganese ion transport)|GO:0006874(cellular calcium ion homeostasis)|GO:0007165(signal transduction)|GO:0008544(epidermis development)|GO:0015410(manganese-transporting ATPase activity)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016339(calcium-dependent cell-cell adhesion)|GO:0016787(hydrolase activity)|GO:0016820(hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances)|GO:0030026(cellular manganese ion homeostasis)|GO:0030145(manganese ion binding)|GO:0031532(actin cytoskeleton reorganization)|GO:0032468(Golgi calcium ion homeostasis)|GO:0032472(Golgi calcium ion transport)|GO:0034220(ion transmembrane transport)|GO:0043123(positive regulation of I-kappaB kinase/NF-kappaB cascade)|GO:0046872(metal ion binding)|GO:0055085(transmembrane transport)","Homo sapiens ATPase, Ca++ transporting, type 2C, member 1 (ATP2C1), transcript variant 1, mRNA [NM_014382]",chr3:130720645-130720704,hs|3q22.1,"ATPase, Ca++ transporting, type 2C, member 1",TRUE
238_CASC3_22794,O15234,protein casc3 (cancer susceptibility candidate gene 3 protein) (metastatic lymph node gene 51 protein) (mln 51) (protein barentsz) (btz),CASC3 MLN51,703,"function: required for pre-mrna splicing as component of the spliceosome (pubmed:28502770, pubmed:29301961). core component of the splicing-dependent multiprotein exon junction complex (ejc) deposited at splice junctions on mrnas. the ejc is a dynamic structure consisting of core proteins and several peripheral nuclear and cytoplasmic associated factors that join the complex only transiently either during ejc assembly or during subsequent mrna metabolism. the ejc marks the position of the exon-exon junction in the mature mrna for the gene expression machinery and the core components remain bound to spliced mrnas throughout all stages of mrna metabolism thereby influencing downstream processes including nuclear mrna export, subcellular mrna localization, translation efficiency and nonsense-mediated mrna decay (nmd). stimulates the atpase and rna-helicase activities of eif4a3. plays a role in the stress response by participating in cytoplasmic stress granules assembly and by favoring cell recovery following stress. component of the dendritic ribonucleoprotein particles (rnps) in hippocampal neurons. may play a role in mrna transport. binds spliced mrna in sequence-independent manner, 20-24 nucleotides upstream of mrna exon-exon junctions. binds poly(g) and poly(u) rna homopolymer. {eco:0000269|pubmed:17375189, eco:0000269|pubmed:17652158, eco:0000269|pubmed:28502770, eco:0000269|pubmed:29301961}.","subcellular location: cytoplasm {eco:0000269|pubmed:12080473}. cytoplasm, perinuclear region {eco:0000250|uniprotkb:q8k3w3}. nucleus {eco:0000269|pubmed:12080473, eco:0000269|pubmed:28502770, eco:0000269|pubmed:29301961}. nucleus speckle {eco:0000269|pubmed:16170325}. cytoplasm, stress granule {eco:0000269|pubmed:17652158}. cytoplasm, cytoplasmic ribonucleoprotein granule {eco:0000250|uniprotkb:q8k3x0}. cell projection, dendrite {eco:0000250|uniprotkb:q8k3x0}. note=shuttles between the nucleus and the cytoplasm in a xpo1/crm1-dependent manner. transported to the cytoplasm as part of the exon junction complex (ejc) bound to mrna (pubmed:15166247). in nuclear speckles, colocalizes with magoh. under stress conditions, colocalizes with fmr1 and tia1, but not magoh and rbm8a ejc core factors, in cytoplasmic stress granules (pubmed:17652158). in the dendrites of hippocampal neurons, localizes to dendritic ribonucleoprotein granules (by similarity). {eco:0000250|uniprotkb:q8k3x0, eco:0000269|pubmed:15166247, eco:0000269|pubmed:17652158}.","TISSUE SPECIFICITY: Widely expressed. Overexpressed in breast cancers and metastasis, as well as in gastric cancers. {ECO:0000269|PubMed:12080473}.",NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CASC3,22794,Hs.730662,ENST00000418132,THC2665474,"GO:0000184(nuclear-transcribed mRNA catabolic process, nonsense-mediated decay)|GO:0003723(RNA binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0006397(mRNA processing)|GO:0006417(regulation of translation)|GO:0006810(transport)|GO:0006950(response to stress)|GO:0008150(biological_process)|GO:0008298(intracellular mRNA localization)|GO:0008380(RNA splicing)|GO:0016070(RNA metabolic process)|GO:0016071(mRNA metabolic process)|GO:0016607(nuclear speck)|GO:0019899(enzyme binding)|GO:0030529(ribonucleoprotein complex)|GO:0031625(ubiquitin protein ligase binding)|GO:0035145(exon-exon junction complex)|GO:0042802(identical protein binding)|GO:0048471(perinuclear region of cytoplasm)|GO:0051028(mRNA transport)","Homo sapiens cancer susceptibility candidate 3 (CASC3), mRNA [NM_007359]",chr17:38328337-38328396,hs|17q21.1,cancer susceptibility candidate 3,TRUE
239_DDR1_780,Q08345,epithelial discoidin domain-containing receptor 1 (epithelial discoidin domain receptor 1) (ec 2.7.10.1) (cd167 antigen-like family member a) (cell adhesion kinase) (discoidin receptor tyrosine kinase) (hgk2) (mammary carcinoma kinase 10) (mck-10) (protein-tyrosine kinase 3a) (protein-tyrosine kinase rtk-6) (trk e) (tyrosine kinase ddr) (tyrosine-protein kinase cak) (cd antigen cd167a),DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE,913,"function: tyrosine kinase that functions as cell surface receptor for fibrillar collagen and regulates cell attachment to the extracellular matrix, remodeling of the extracellular matrix, cell migration, differentiation, survival and cell proliferation. collagen binding triggers a signaling pathway that involves src and leads to the activation of map kinases. regulates remodeling of the extracellular matrix by up-regulation of the matrix metalloproteinases mmp2, mmp7 and mmp9, and thereby facilitates cell migration and wound healing. required for normal blastocyst implantation during pregnancy, for normal mammary gland differentiation and normal lactation. required for normal ear morphology and normal hearing (by similarity). promotes smooth muscle cell migration, and thereby contributes to arterial wound healing. also plays a role in tumor cell invasion. phosphorylates ptpn11. {eco:0000250, eco:0000269|pubmed:12065315, eco:0000269|pubmed:16234985, eco:0000269|pubmed:16337946, eco:0000269|pubmed:19401332, eco:0000269|pubmed:20093046, eco:0000269|pubmed:20432435, eco:0000269|pubmed:20884741, eco:0000269|pubmed:21044884, eco:0000269|pubmed:9659899}.",subcellular location: isoform 1: cell membrane; single-pass type i membrane protein.; subcellular location: isoform 2: cell membrane; single-pass type i membrane protein.; subcellular location: isoform 3: secreted {eco:0000305}.; subcellular location: isoform 4: cell membrane; single-pass type i membrane protein.,"TISSUE SPECIFICITY: Detected in T-47D, MDA-MB-175 and HBL-100 breast carcinoma cells, A-431 epidermoid carcinoma cells, SW48 and SNU-C2B colon carcinoma cells and Hs 294T melanoma cells (at protein level). Expressed at low levels in most adult tissues and is highest in the brain, lung, placenta and kidney. Lower levels of expression are detected in melanocytes, heart, liver, skeletal muscle and pancreas. Abundant in breast carcinoma cell lines. In the colonic mucosa, expressed in epithelia but not in the connective tissue of the lamina propria. In the thyroid gland, expressed in the epithelium of the thyroid follicles. In pancreas, expressed in the islets of Langerhans cells, but not in the surrounding epithelial cells of the exocrine pancreas. In kidney, expressed in the epithelia of the distal tubules. Not expressed in connective tissue, endothelial cells, adipose tissue, muscle cells or cells of hematopoietic origin. {ECO:0000269|PubMed:7845687, ECO:0000269|PubMed:7848919, ECO:0000269|PubMed:8247543}.",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,DDR1,780,Hs.631988,ENST00000376575,THC2473922,"GO:0000166(nucleotide binding)|GO:0001558(regulation of cell growth)|GO:0001952(regulation of cell-matrix adhesion)|GO:0004672(protein kinase activity)|GO:0004714(transmembrane receptor protein tyrosine kinase activity)|GO:0004872(receptor activity)|GO:0005515(protein binding)|GO:0005524(ATP binding)|GO:0005576(extracellular region)|GO:0005886(plasma membrane)|GO:0005887(integral to plasma membrane)|GO:0007155(cell adhesion)|GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway)|GO:0007566(embryo implantation)|GO:0008285(negative regulation of cell proliferation)|GO:0016323(basolateral plasma membrane)|GO:0016772(transferase activity, transferring phosphorus-containing groups)|GO:0018108(peptidyl-tyrosine phosphorylation)|GO:0031100(organ regeneration)|GO:0043583(ear development)|GO:0043588(skin development)|GO:0060444(branching involved in mammary gland duct morphogenesis)|GO:0060749(mammary gland alveolus development)","Homo sapiens discoidin domain receptor tyrosine kinase 1 (DDR1), transcript variant 2, mRNA [NM_013993]",chr6:30867869-30867928,hs|6p21.33,discoidin domain receptor tyrosine kinase 1,TRUE
24_ATP5G2_517,Q06055,"atp synthase f(0) complex subunit c2, mitochondrial (atp synthase lipid-binding protein) (atp synthase membrane subunit c locus 2) (atp synthase proteolipid p2) (atp synthase proton-transporting mitochondrial f(0) complex subunit c2) (atpase protein 9) (atpase subunit c)",ATP5MC2 ATP5G2 PSEC0033,141,"function: mitochondrial membrane atp synthase (f(1)f(0) atp synthase or complex v) produces atp from adp in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. f-type atpases consist of two structural domains, f(1) - containing the extramembraneous catalytic core and f(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. during catalysis, atp synthesis in the catalytic domain of f(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. part of the complex f(0) domain. a homomeric c-ring of probably 10 subunits is part of the complex rotary element.",subcellular location: mitochondrion membrane; multi-pass membrane protein.,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ATP5G2,517,NA,ENST00000550241,NA,"GO:0005215(transporter activity)|GO:0005739(mitochondrion)|GO:0005753(mitochondrial proton-transporting ATP synthase complex)|GO:0006810(transport)|GO:0006811(ion transport)|GO:0008289(lipid binding)|GO:0015078(hydrogen ion transmembrane transporter activity)|GO:0015986(ATP synthesis coupled proton transport)|GO:0015991(ATP hydrolysis coupled proton transport)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0031966(mitochondrial membrane)|GO:0045263(proton-transporting ATP synthase complex, coupling factor F(o))","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) [Source:HGNC Symbol;Acc:842] [ENST00000550241]",chr12:54026642-54026583,hs|12q13.13,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)",TRUE
240_USP11_8237,P51784,ubiquitin carboxyl-terminal hydrolase 11 (ec 3.4.19.12) (deubiquitinating enzyme 11) (ubiquitin thioesterase 11) (ubiquitin-specific-processing protease 11),USP11 UHX1,963,"function: protease that can remove conjugated ubiquitin from target proteins and polyubiquitin chains (pubmed:12084015, pubmed:15314155, pubmed:17897950, pubmed:19874889, pubmed:20233726, pubmed:24724799). inhibits the degradation of target proteins by the proteasome (pubmed:12084015). cleaves preferentially 'lys-6' and 'lys-63'-linked ubiquitin chains. has lower activity with 'lys-11' and 'lys-33'-linked ubiquitin chains, and extremely low activity with 'lys-27', 'lys-29' and 'lys-48'-linked ubiquitin chains (in vitro) (pubmed:24724799). plays a role in the regulation of pathways leading to nf-kappa-b activation (pubmed:17897950, pubmed:19874889). plays a role in the regulation of dna repair after double-stranded dna breaks (pubmed:15314155, pubmed:20233726). acts as a chromatin regulator via its association with the polycomb group (pcg) multiprotein prc1-like complex; may act by deubiquitinating components of the prc1-like complex (pubmed:20601937). {eco:0000269|pubmed:15314155, eco:0000269|pubmed:17897950, eco:0000269|pubmed:18408009, eco:0000269|pubmed:19874889, eco:0000269|pubmed:20233726, eco:0000269|pubmed:24724799}.","subcellular location: nucleus {eco:0000269|pubmed:12084015, eco:0000269|pubmed:15314155, eco:0000269|pubmed:20233726}. cytoplasm {eco:0000269|pubmed:15314155}. chromosome {eco:0000269|pubmed:20233726, eco:0000269|pubmed:20601937}. note=predominantly nuclear (pubmed:12084015, pubmed:15314155). associates with chromatin (pubmed:20601937, pubmed:20233726). {eco:0000269|pubmed:12084015, eco:0000269|pubmed:15314155, eco:0000269|pubmed:20233726, eco:0000269|pubmed:20601937}.",NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,USP11,8237,Hs.171501,ENST00000467378,THC2531986,GO:0004197(cysteine-type endopeptidase activity)|GO:0004221(ubiquitin thiolesterase activity)|GO:0004843(ubiquitin-specific protease activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006508(proteolysis)|GO:0006511(ubiquitin-dependent protein catabolic process)|GO:0008233(peptidase activity)|GO:0016579(protein deubiquitination),"Homo sapiens ubiquitin specific peptidase 11 (USP11), mRNA [NM_004651]",chrX:47107052-47107204,hs|Xp11.23,ubiquitin specific peptidase 11,TRUE
241_RAB3D_9545,O95716,ras-related protein rab-3d,RAB3D GOV RAB16,219,function: protein transport. probably involved in regulated exocytosis (by similarity). {eco:0000250}.,subcellular location: cell membrane {eco:0000305}; lipid-anchor {eco:0000305}; cytoplasmic side {eco:0000305}.,TISSUE SPECIFICITY: Highly expressed in granulocytes of peripheral blood. Constitutively expressed at low levels in all hematopoietic cell lines investigated.,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RAB3D,9545,Hs.655274,ENST00000222120,THC2659541,GO:0000166(nucleotide binding)|GO:0003924(GTPase activity)|GO:0005525(GTP binding)|GO:0005739(mitochondrion)|GO:0005886(plasma membrane)|GO:0006184(GTP catabolic process)|GO:0007264(small GTPase mediated signal transduction)|GO:0015031(protein transport)|GO:0017157(regulation of exocytosis)|GO:0018125(peptidyl-cysteine methylation)|GO:0030133(transport vesicle)|GO:0042588(zymogen granule)|GO:0051020(GTPase binding),"Homo sapiens RAB3D, member RAS oncogene family (RAB3D), mRNA [NM_004283]",chr19:11432794-11432735,hs|19p13.2,"RAB3D, member RAS oncogene family",TRUE
242_HMGB2_3148,P26583,high mobility group protein b2 (high mobility group protein 2) (hmg-2),HMGB2 HMG2,209,"function: multifunctional protein with various roles in different cellular compartments. may act in a redox sensitive manner. in the nucleus is an abundant chromatin-associated non-histone protein involved in transcription, chromatin remodeling and v(d)j recombination and probably other processes. binds dna with a preference to non-canonical dna structures such as single-stranded dna. can bent dna and enhance dna flexibility by looping thus providing a mechanism to promote activities on various gene promoters by enhancing transcription factor binding and/or bringing distant regulatory sequences into close proximity (pubmed:7797075, pubmed:11909973, pubmed:19522541, pubmed:18413230, pubmed:19965638, pubmed:20123072). involved in v(d)j recombination by acting as a cofactor of the rag complex: acts by stimulating cleavage and rag protein binding at the 23 bp spacer of conserved recombination signal sequences (rss) (by similarity). proposed to be involved in the innate immune response to nucleic acids by acting as a promiscuous immunogenic dna/rna sensor which cooperates with subsequent discriminative sensing by specific pattern recognition receptors (by similarity). in the extracellular compartment acts as a chemokine. promotes proliferation and migration of endothelial cells implicating ager/rage (pubmed:19811285). has antimicrobial activity in gastrointestinal epithelial tissues (pubmed:23877675). involved in inflammatory response to antigenic stimulus coupled with proinflammatory activity (by similarity). involved in modulation of neurogenesis probably by regulation of neural stem proliferation (by similarity). involved in articular cartilage surface maintenance implicating lef1 and the wnt/beta-catenin pathway (by similarity). {eco:0000250|uniprotkb:p09429, eco:0000250|uniprotkb:p30681, eco:0000269|pubmed:11909973, eco:0000269|pubmed:18413230, eco:0000269|pubmed:19522541, eco:0000269|pubmed:19811285, eco:0000269|pubmed:19965638, eco:0000269|pubmed:23877675, eco:0000269|pubmed:7797075, eco:0000305|pubmed:20123072}.","subcellular location: nucleus {eco:0000269|pubmed:11909973, eco:0000269|pubmed:12925773, eco:0000269|pubmed:23877675}. chromosome {eco:0000269|pubmed:12925773}. cytoplasm {eco:0000269|pubmed:11909973, eco:0000269|pubmed:23877675}. secreted {eco:0000269|pubmed:19811285, eco:0000269|pubmed:23877675}. note=in basal state predominantly nuclear. {eco:0000305}.",TISSUE SPECIFICITY: Expressed in gastric and intestinal tissues (at protein level). {ECO:0000269|PubMed:23877675}.,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,HMGB2,3148,Hs.434953,ENST00000511316,THC2502562,"GO:0000793(condensed chromosome)|GO:0001938(positive regulation of endothelial cell proliferation)|GO:0003677(DNA binding)|GO:0003684(damaged DNA binding)|GO:0003690(double-stranded DNA binding)|GO:0003697(single-stranded DNA binding)|GO:0003700(sequence-specific DNA binding transcription factor activity)|GO:0005515(protein binding)|GO:0005615(extracellular space)|GO:0005634(nucleus)|GO:0005654(nucleoplasm)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0006265(DNA topological change)|GO:0006288(base-excision repair, DNA ligation)|GO:0006309(DNA fragmentation involved in apoptotic nuclear change)|GO:0006325(chromatin organization)|GO:0006334(nucleosome assembly)|GO:0006357(regulation of transcription from RNA polymerase II promoter)|GO:0006915(apoptosis)|GO:0006921(cellular component disassembly involved in apoptosis)|GO:0007283(spermatogenesis)|GO:0007289(spermatid nucleus differentiation)|GO:0008301(DNA bending activity)|GO:0008584(male gonad development)|GO:0019904(protein domain specific binding)|GO:0032075(positive regulation of nuclease activity)|GO:0033151(V(D)J recombination)|GO:0042056(chemoattractant activity)|GO:0043234(protein complex)|GO:0043388(positive regulation of DNA binding)|GO:0044212(transcription regulatory region DNA binding)|GO:0045648(positive regulation of erythrocyte differentiation)|GO:0045654(positive regulation of megakaryocyte differentiation)|GO:0045892(negative regulation of transcription, DNA-dependent)|GO:0045893(positive regulation of transcription, DNA-dependent)|GO:0045944(positive regulation of transcription from RNA polymerase II promoter)|GO:0048015(phosphatidylinositol-mediated signaling)|GO:0048471(perinuclear region of cytoplasm)|GO:0048545(response to steroid hormone stimulus)|GO:0050786(RAGE receptor binding)|GO:0050918(positive chemotaxis)|GO:0051103(DNA ligation involved in DNA repair)|GO:0060326(cell chemotaxis)|GO:0071222(cellular response to lipopolysaccharide)","Homo sapiens high mobility group box 2 (HMGB2), transcript variant 1, mRNA [NM_002129]",chr4:174253072-174253013,hs|4q34.1,high mobility group box 2,TRUE
243_NFKBIA_4792,P25963,nf-kappa-b inhibitor alpha (i-kappa-b-alpha) (ikb-alpha) (ikappabalpha) (major histocompatibility complex enhancer-binding protein mad3),NFKBIA IKBA MAD3 NFKBI,317,"function: inhibits the activity of dimeric nf-kappa-b/rel complexes by trapping rel dimers in the cytoplasm through masking of their nuclear localization signals. on cellular stimulation by immune and proinflammatory responses, becomes phosphorylated promoting ubiquitination and degradation, enabling the dimeric rela to translocate to the nucleus and activate transcription. {eco:0000269|pubmed:7479976}.",subcellular location: cytoplasm. nucleus. note=shuttles between the nucleus and the cytoplasm by a nuclear localization signal (nls) and a crm1-dependent nuclear export. {eco:0000250}.,NA,"DISEASE: Ectodermal dysplasia and immunodeficiency 2 (EDAID2) [MIM:612132]: A form of ectoderma dysplasia, a heterogeneous group of disorders due to abnormal development of two or more ectodermal structures. This form of ectodermal dysplasia is associated with decreased production of pro-inflammatory cytokines and certain interferons, rendering patients susceptible to infection. EDAID2 inheritance is autosomal dominant. {ECO:0000269|PubMed:14523047, ECO:0000269|PubMed:18412279}. Note=The disease is caused by mutations affecting the gene represented in this entry.",NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFKBIA,4792,Hs.81328,ENST00000554001,THC2668804,"GO:0000060(protein import into nucleus, translocation)|GO:0002224(toll-like receptor signaling pathway)|GO:0002755(MyD88-dependent toll-like receptor signaling pathway)|GO:0002756(MyD88-independent toll-like receptor signaling pathway)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0005886(plasma membrane)|GO:0006915(apoptosis)|GO:0006916(anti-apoptosis)|GO:0007253(cytoplasmic sequestering of NF-kappaB)|GO:0008063(Toll signaling pathway)|GO:0008134(transcription factor binding)|GO:0008139(nuclear localization sequence binding)|GO:0010745(negative regulation of macrophage derived foam cell differentiation)|GO:0010875(positive regulation of cholesterol efflux)|GO:0010888(negative regulation of lipid storage)|GO:0019899(enzyme binding)|GO:0031072(heat shock protein binding)|GO:0031625(ubiquitin protein ligase binding)|GO:0031663(lipopolysaccharide-mediated signaling pathway)|GO:0032088(negative regulation of NF-kappaB transcription factor activity)|GO:0032270(positive regulation of cellular protein metabolic process)|GO:0032495(response to muramyl dipeptide)|GO:0032496(response to lipopolysaccharide)|GO:0033256(I-kappaB/NF-kappaB complex)|GO:0034130(toll-like receptor 1 signaling pathway)|GO:0034134(toll-like receptor 2 signaling pathway)|GO:0034138(toll-like receptor 3 signaling pathway)|GO:0034142(toll-like receptor 4 signaling pathway)|GO:0042127(regulation of cell proliferation)|GO:0042345(regulation of NF-kappaB import into nucleus)|GO:0042802(identical protein binding)|GO:0042994(cytoplasmic sequestering of transcription factor)|GO:0043330(response to exogenous dsRNA)|GO:0043392(negative regulation of DNA binding)|GO:0044419(interspecies interaction between organisms)|GO:0045087(innate immune response)|GO:0045638(negative regulation of myeloid cell differentiation)|GO:0045746(negative regulation of Notch signaling pathway)|GO:0045944(positive regulation of transcription from RNA polymerase II promoter)|GO:0048011(nerve growth factor receptor signaling pathway)|GO:0050852(T cell receptor signaling pathway)|GO:0051059(NF-kappaB binding)|GO:0051092(positive regulation of NF-kappaB transcription factor activity)|GO:0070417(cellular response to cold)|GO:0070427(nucleotide-binding oligomerization domain containing 1 signaling pathway)|GO:0070431(nucleotide-binding oligomerization domain containing 2 signaling pathway)","Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha (NFKBIA), mRNA [NM_020529]",chr14:35870847-35870788,hs|14q13.2,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",TRUE
244_RPL7_6129,P18124,60s ribosomal protein l7 (large ribosomal subunit protein ul30),RPL7,248,function: component of the large ribosomal subunit (pubmed:12962325). binds to g-rich structures in 28s rrna and in mrnas. plays a regulatory role in the translation apparatus; inhibits cell-free translation of mrnas. {eco:0000305|pubmed:12962325}.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,RPL7,6129,Hs.571841,ENST00000352983,THC2465604,GO:0003677(DNA binding)|GO:0003723(RNA binding)|GO:0003729(mRNA binding)|GO:0003735(structural constituent of ribosome)|GO:0005622(intracellular)|GO:0005829(cytosol)|GO:0005840(ribosome)|GO:0006364(rRNA processing)|GO:0006412(translation)|GO:0006414(translational elongation)|GO:0006415(translational termination)|GO:0010467(gene expression)|GO:0016032(viral reproduction)|GO:0016070(RNA metabolic process)|GO:0016071(mRNA metabolic process)|GO:0019058(viral infectious cycle)|GO:0019083(viral transcription)|GO:0022625(cytosolic large ribosomal subunit)|GO:0030529(ribonucleoprotein complex)|GO:0031018(endocrine pancreas development)|GO:0042273(ribosomal large subunit biogenesis)|GO:0042803(protein homodimerization activity)|GO:0044267(cellular protein metabolic process),"Homo sapiens ribosomal protein L7 (RPL7), mRNA [NM_000971]",chr8:74203307-74202911,hs|8q21.11,ribosomal protein L7,TRUE
245_HNRNPC_3183,P07910,heterogeneous nuclear ribonucleoproteins c1/c2 (hnrnp c1/c2),HNRNPC HNRPC,306,"function: binds pre-mrna and nucleates the assembly of 40s hnrnp particles (pubmed:8264621). interacts with poly-u tracts in the 3'-utr or 5'-utr of mrna and modulates the stability and the level of translation of bound mrna molecules (pubmed:12509468, pubmed:16010978, pubmed:7567451, pubmed:8264621). single hnrnpc tetramers bind 230-240 nucleotides. trimers of hnrnpc tetramers bind 700 nucleotides (pubmed:8264621). may play a role in the early steps of spliceosome assembly and pre-mrna splicing. n6-methyladenosine (m6a) has been shown to alter the local structure in mrnas and long non-coding rnas (lncrnas) via a mechanism named 'm(6)a-switch', facilitating binding of hnrnpc, leading to regulation of mrna splicing (pubmed:25719671). {eco:0000269|pubmed:12509468, eco:0000269|pubmed:16010978, eco:0000269|pubmed:25719671, eco:0000269|pubmed:7567451, eco:0000269|pubmed:8264621}.",subcellular location: nucleus. note=component of ribonucleosomes.,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HNRNPC,3183,Hs.508848,ENST00000556897,THC2487809,"GO:0000166(nucleotide binding)|GO:0000398(nuclear mRNA splicing, via spliceosome)|GO:0003723(RNA binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005654(nucleoplasm)|GO:0005681(spliceosomal complex)|GO:0008380(RNA splicing)|GO:0010467(gene expression)|GO:0042802(identical protein binding)|GO:0071013(catalytic step 2 spliceosome)","Homo sapiens heterogeneous nuclear ribonucleoprotein C (C1/C2) (HNRNPC), transcript variant 1, mRNA [NM_031314]",chr14:21679231-21679172,hs|14q11.2,heterogeneous nuclear ribonucleoprotein C (C1/C2),TRUE
